"productkey","orderdatekey","duedatekey","shipdatekey","customerkey","totalproductcost","salesamount"
528,"20220618",20220630,20220625,26498,2,"4.99"
217,"20220618",20220630,20220625,26498,13,"34.99"
465,"20220618",20220630,20220625,26498,9,"24.49"
536,"20220618",20220630,20220625,22759,11,"29.99"
528,"20220618",20220630,20220625,22759,2,"4.99"
480,"20220618",20220630,20220625,22759,1,"2.29"
477,"20220618",20220630,20220625,17174,2,"4.99"
477,"20220618",20220630,20220625,16672,2,"4.99"
480,"20220618",20220630,20220625,16672,1,"2.29"
528,"20220618",20220630,20220625,25173,2,"4.99"
485,"20220618",20220630,20220625,25173,8,"21.98"
478,"20220618",20220630,20220625,25173,4,"9.99"
485,"20220618",20220630,20220625,20085,8,"21.98"
484,"20220618",20220630,20220625,20085,3,"7.95"
485,"20220618",20220630,20220625,15634,8,"21.98"
474,"20220618",20220630,20220625,12753,26,"69.99"
472,"20220618",20220630,20220625,12753,24,"63.50"
537,"20220618",20220630,20220625,13781,13,"35.00"
528,"20220618",20220630,20220625,13781,2,"4.99"
537,"20220618",20220630,20220625,13695,13,"35.00"
476,"20220618",20220630,20220625,16599,26,"69.99"
237,"20220618",20220630,20220625,16599,38,"49.99"
463,"20220618",20220630,20220625,16599,9,"24.49"
538,"20220618",20220630,20220625,27847,8,"21.49"
480,"20220618",20220630,20220625,27847,1,"2.29"
529,"20220618",20220630,20220625,20064,1,"3.99"
214,"20220618",20220630,20220625,20064,13,"34.99"
538,"20220618",20220630,20220625,27905,8,"21.49"
530,"20220618",20220630,20220625,27844,2,"4.99"
217,"20220618",20220630,20220625,27844,13,"34.99"
237,"20220618",20220630,20220625,27844,38,"49.99"
530,"20220618",20220630,20220625,25495,2,"4.99"
217,"20220618",20220630,20220625,25495,13,"34.99"
537,"20220618",20220630,20220625,11926,13,"35.00"
528,"20220618",20220630,20220625,11926,2,"4.99"
372,"20220618",20220630,20220625,20495,1555,"2443.35"
529,"20220618",20220630,20220625,20495,1,"3.99"
540,"20220618",20220630,20220625,20495,12,"32.60"
480,"20220618",20220630,20220625,20495,1,"2.29"
580,"20220618",20220630,20220625,17150,1083,"1700.99"
539,"20220618",20220630,20220625,17150,9,"24.99"
529,"20220618",20220630,20220625,17150,1,"3.99"
217,"20220618",20220630,20220625,17150,13,"34.99"
597,"20220618",20220630,20220625,16083,295,"539.99"
485,"20220618",20220630,20220625,16083,8,"21.98"
596,"20220618",20220630,20220625,19698,295,"539.99"
535,"20220618",20220630,20220625,19698,9,"24.99"
480,"20220618",20220630,20220625,19698,1,"2.29"
486,"20220618",20220630,20220625,19698,59,"159.00"
361,"20220618",20220630,20220625,13948,1252,"2294.99"
485,"20220618",20220630,20220625,13948,8,"21.98"
472,"20220618",20220630,20220625,13948,24,"63.50"
355,"20220618",20220630,20220625,11812,1266,"2319.99"
480,"20220618",20220630,20220625,11812,1,"2.29"
355,"20220618",20220630,20220625,12781,1266,"2319.99"
478,"20220618",20220630,20220625,12781,4,"9.99"
355,"20220618",20220630,20220625,11780,1266,"2319.99"
537,"20220618",20220630,20220625,11780,13,"35.00"
528,"20220618",20220630,20220625,11780,2,"4.99"
217,"20220618",20220630,20220625,11780,13,"34.99"
363,"20220618",20220630,20220625,11954,1252,"2294.99"
537,"20220618",20220630,20220625,11954,13,"35.00"
480,"20220618",20220630,20220625,11954,1,"2.29"
567,"20220618",20220630,20220625,28388,461,"742.35"
225,"20220618",20220630,20220625,28388,7,"8.99"
578,"20220618",20220630,20220625,19197,755,"1214.85"
214,"20220618",20220630,20220625,19197,13,"34.99"
560,"20220618",20220630,20220625,26954,755,"1214.85"
225,"20220618",20220630,20220625,26954,7,"8.99"
374,"20220618",20220630,20220625,19950,1555,"2443.35"
479,"20220618",20220630,20220625,19950,3,"8.99"
477,"20220618",20220630,20220625,19950,2,"4.99"
487,"20220618",20220630,20220625,19950,21,"54.99"
484,"20220618",20220630,20220625,19950,3,"7.95"
583,"20220618",20220630,20220625,23409,1083,"1700.99"
222,"20220618",20220630,20220625,23409,13,"34.99"
374,"20220618",20220630,20220625,13526,1555,"2443.35"
214,"20220618",20220630,20220625,13526,13,"34.99"
378,"20220618",20220630,20220625,19964,1555,"2443.35"
222,"20220618",20220630,20220625,19964,13,"34.99"
386,"20220618",20220630,20220625,16529,713,"1120.49"
490,"20220618",20220630,20220625,16529,42,"53.99"
382,"20220618",20220630,20220625,25119,713,"1120.49"
539,"20220618",20220630,20220625,25119,9,"24.99"
480,"20220618",20220630,20220625,25119,1,"2.29"
388,"20220618",20220630,20220625,16928,713,"1120.49"
606,"20220618",20220630,20220625,27348,344,"539.99"
217,"20220618",20220630,20220625,27348,13,"34.99"
463,"20220618",20220630,20220625,27348,9,"24.49"
563,"20220618",20220630,20220625,11124,1482,"2384.07"
217,"20220618",20220630,20220625,11124,13,"34.99"
593,"20220618",20220630,20220625,16160,308,"564.99"
535,"20220618",20220630,20220625,16160,9,"24.99"
528,"20220618",20220630,20220625,16160,2,"4.99"
578,"20220618",20220630,20220625,23511,755,"1214.85"
237,"20220618",20220630,20220625,23511,38,"49.99"
561,"20220618",20220630,20220625,24640,1482,"2384.07"
214,"20220618",20220630,20220625,24640,13,"34.99"
576,"20220618",20220630,20220625,25767,1482,"2384.07"
541,"20220618",20220630,20220625,25767,11,"28.99"
530,"20220618",20220630,20220625,25767,2,"4.99"
222,"20220618",20220630,20220625,25767,13,"34.99"
573,"20220618",20220630,20220625,25409,1482,"2384.07"
606,"20220618",20220630,20220625,23166,344,"539.99"
479,"20220618",20220630,20220625,23166,3,"8.99"
484,"20220618",20220630,20220625,23166,3,"7.95"
606,"20220618",20220630,20220625,21614,344,"539.99"
604,"20220618",20220630,20220625,23148,344,"539.99"
388,"20220618",20220630,20220625,19536,713,"1120.49"
390,"20220618",20220630,20220625,20281,713,"1120.49"
217,"20220618",20220630,20220625,20281,13,"34.99"
467,"20220618",20220630,20220625,20281,9,"24.49"
388,"20220618",20220630,20220625,18859,713,"1120.49"
217,"20220618",20220630,20220625,18859,13,"34.99"
386,"20220618",20220630,20220625,20831,713,"1120.49"
217,"20220618",20220630,20220625,20831,13,"34.99"
231,"20220618",20220630,20220625,20831,38,"49.99"
463,"20220618",20220630,20220625,20831,9,"24.49"
604,"20220618",20220630,20220625,22440,344,"539.99"
477,"20220618",20220630,20220625,22440,2,"4.99"
479,"20220618",20220630,20220625,22440,3,"8.99"
605,"20220618",20220630,20220625,22652,344,"539.99"
479,"20220618",20220630,20220625,22652,3,"8.99"
477,"20220618",20220630,20220625,22652,2,"4.99"
575,"20220618",20220630,20220625,29477,1482,"2384.07"
225,"20220618",20220630,20220625,29477,7,"8.99"
222,"20220618",20220630,20220625,29477,13,"34.99"
588,"20220618",20220630,20220625,17071,420,"769.49"
474,"20220618",20220630,20220625,17071,26,"69.99"
573,"20220618",20220630,20220625,11454,1482,"2384.07"
217,"20220618",20220630,20220625,11454,13,"34.99"
573,"20220618",20220630,20220625,11459,1482,"2384.07"
222,"20220618",20220630,20220625,11459,13,"34.99"
359,"20220619",20220701,20220626,14195,1252,"2294.99"
478,"20220619",20220701,20220626,14195,4,"9.99"
477,"20220619",20220701,20220626,14195,2,"4.99"
214,"20220619",20220701,20220626,14195,13,"34.99"
355,"20220619",20220701,20220626,11593,1266,"2319.99"
478,"20220619",20220701,20220626,11593,4,"9.99"
359,"20220619",20220701,20220626,12460,1252,"2294.99"
214,"20220619",20220701,20220626,12460,13,"34.99"
234,"20220619",20220701,20220626,12460,38,"49.99"
355,"20220619",20220701,20220626,12808,1266,"2319.99"
359,"20220619",20220701,20220626,12380,1252,"2294.99"
480,"20220619",20220701,20220626,12380,1,"2.29"
484,"20220619",20220701,20220626,11876,3,"7.95"
528,"20220619",20220701,20220626,13137,2,"4.99"
535,"20220619",20220701,20220626,13137,9,"24.99"
217,"20220619",20220701,20220626,13137,13,"34.99"
528,"20220619",20220701,20220626,13041,2,"4.99"
535,"20220619",20220701,20220626,13041,9,"24.99"
214,"20220619",20220701,20220626,13041,13,"34.99"
475,"20220619",20220701,20220626,22169,26,"69.99"
225,"20220619",20220701,20220626,22169,7,"8.99"
528,"20220619",20220701,20220626,25241,2,"4.99"
529,"20220619",20220701,20220626,13127,1,"3.99"
480,"20220619",20220701,20220626,13127,1,"2.29"
480,"20220619",20220701,20220626,19091,1,"2.29"
488,"20220619",20220701,20220626,17052,42,"53.99"
378,"20220619",20220701,20220626,22501,1555,"2443.35"
477,"20220619",20220701,20220626,22501,2,"4.99"
479,"20220619",20220701,20220626,22501,3,"8.99"
222,"20220619",20220701,20220626,22501,13,"34.99"
463,"20220619",20220701,20220626,22501,9,"24.49"
234,"20220619",20220701,20220626,22501,38,"49.99"
589,"20220619",20220701,20220626,13839,420,"769.49"
536,"20220619",20220701,20220626,13839,11,"29.99"
587,"20220619",20220701,20220626,17627,420,"769.49"
528,"20220619",20220701,20220626,17627,2,"4.99"
536,"20220619",20220701,20220626,17627,11,"29.99"
222,"20220619",20220701,20220626,17627,13,"34.99"
529,"20220619",20220701,20220626,11128,1,"3.99"
228,"20220619",20220701,20220626,11128,38,"49.99"
538,"20220619",20220701,20220626,27566,8,"21.49"
529,"20220619",20220701,20220626,27566,1,"3.99"
480,"20220619",20220701,20220626,27566,1,"2.29"
529,"20220619",20220701,20220626,27409,1,"3.99"
538,"20220619",20220701,20220626,27409,8,"21.49"
222,"20220619",20220701,20220626,27409,13,"34.99"
529,"20220619",20220701,20220626,25172,1,"3.99"
540,"20220619",20220701,20220626,25172,12,"32.60"
465,"20220619",20220701,20220626,25172,9,"24.49"
214,"20220619",20220701,20220626,25172,13,"34.99"
540,"20220619",20220701,20220626,11287,12,"32.60"
536,"20220619",20220701,20220626,18411,11,"29.99"
528,"20220619",20220701,20220626,18411,2,"4.99"
478,"20220619",20220701,20220626,16667,4,"9.99"
478,"20220619",20220701,20220626,22351,4,"9.99"
477,"20220619",20220701,20220626,22351,2,"4.99"
487,"20220619",20220701,20220626,22351,21,"54.99"
476,"20220619",20220701,20220626,19712,26,"69.99"
231,"20220619",20220701,20220626,19712,38,"49.99"
476,"20220619",20220701,20220626,11784,26,"69.99"
475,"20220619",20220701,20220626,20763,26,"69.99"
491,"20220619",20220701,20220626,20763,42,"53.99"
528,"20220619",20220701,20220626,23084,2,"4.99"
214,"20220619",20220701,20220626,23084,13,"34.99"
528,"20220619",20220701,20220626,15971,2,"4.99"
217,"20220619",20220701,20220626,15971,13,"34.99"
485,"20220619",20220701,20220626,13893,8,"21.98"
528,"20220619",20220701,20220626,14609,2,"4.99"
485,"20220619",20220701,20220626,14825,8,"21.98"
477,"20220619",20220701,20220626,14825,2,"4.99"
478,"20220619",20220701,20220626,14825,4,"9.99"
463,"20220619",20220701,20220626,14825,9,"24.49"
529,"20220619",20220701,20220626,20147,1,"3.99"
539,"20220619",20220701,20220626,20147,9,"24.99"
482,"20220619",20220701,20220626,20147,3,"8.99"
537,"20220619",20220701,20220626,17186,13,"35.00"
214,"20220619",20220701,20220626,17186,13,"34.99"
538,"20220619",20220701,20220626,11436,8,"21.49"
529,"20220619",20220701,20220626,11436,1,"3.99"
480,"20220619",20220701,20220626,11436,1,"2.29"
530,"20220619",20220701,20220626,17213,2,"4.99"
228,"20220619",20220701,20220626,17213,38,"49.99"
530,"20220619",20220701,20220626,25520,2,"4.99"
214,"20220619",20220701,20220626,25520,13,"34.99"
234,"20220619",20220701,20220626,25520,38,"49.99"
467,"20220619",20220701,20220626,25520,9,"24.49"
234,"20220619",20220701,20220626,12259,38,"49.99"
225,"20220619",20220701,20220626,12259,7,"8.99"
582,"20220619",20220701,20220626,17261,1083,"1700.99"
529,"20220619",20220701,20220626,17261,1,"3.99"
539,"20220619",20220701,20220626,17261,9,"24.99"
217,"20220619",20220701,20220626,17261,13,"34.99"
359,"20220619",20220701,20220626,11924,1252,"2294.99"
477,"20220619",20220701,20220626,11924,2,"4.99"
478,"20220619",20220701,20220626,11924,4,"9.99"
225,"20220619",20220701,20220626,11924,7,"8.99"
361,"20220619",20220701,20220626,14606,1252,"2294.99"
485,"20220619",20220701,20220626,14606,8,"21.98"
478,"20220619",20220701,20220626,14606,4,"9.99"
477,"20220619",20220701,20220626,14606,2,"4.99"
353,"20220619",20220701,20220626,13468,1266,"2319.99"
528,"20220619",20220701,20220626,13468,2,"4.99"
537,"20220619",20220701,20220626,13468,13,"35.00"
222,"20220619",20220701,20220626,13468,13,"34.99"
228,"20220619",20220701,20220626,13468,38,"49.99"
363,"20220619",20220701,20220626,13487,1252,"2294.99"
485,"20220619",20220701,20220626,13487,8,"21.98"
217,"20220619",20220701,20220626,13487,13,"34.99"
355,"20220619",20220701,20220626,11925,1266,"2319.99"
478,"20220619",20220701,20220626,11925,4,"9.99"
477,"20220619",20220701,20220626,11925,2,"4.99"
487,"20220619",20220701,20220626,11925,21,"54.99"
357,"20220619",20220701,20220626,11939,1266,"2319.99"
478,"20220619",20220701,20220626,11939,4,"9.99"
477,"20220619",20220701,20220626,11939,2,"4.99"
473,"20220619",20220701,20220626,11939,24,"63.50"
357,"20220619",20220701,20220626,13446,1266,"2319.99"
537,"20220619",20220701,20220626,13446,13,"35.00"
572,"20220619",20220701,20220626,26941,461,"742.35"
214,"20220619",20220701,20220626,26941,13,"34.99"
583,"20220619",20220701,20220626,19599,1083,"1700.99"
376,"20220619",20220701,20220626,20239,1555,"2443.35"
540,"20220619",20220701,20220626,20239,12,"32.60"
529,"20220619",20220701,20220626,20239,1,"3.99"
214,"20220619",20220701,20220626,20239,13,"34.99"
376,"20220619",20220701,20220626,19974,1555,"2443.35"
584,"20220619",20220701,20220626,27365,344,"539.99"
479,"20220619",20220701,20220626,27365,3,"8.99"
477,"20220619",20220701,20220626,27365,2,"4.99"
222,"20220619",20220701,20220626,27365,13,"34.99"
388,"20220619",20220701,20220626,25121,713,"1120.49"
222,"20220619",20220701,20220626,25121,13,"34.99"
353,"20220619",20220701,20220626,13090,1266,"2319.99"
485,"20220619",20220701,20220626,13090,8,"21.98"
480,"20220619",20220701,20220626,13090,1,"2.29"
599,"20220619",20220701,20220626,12243,295,"539.99"
564,"20220619",20220701,20220626,25429,1482,"2384.07"
225,"20220619",20220701,20220626,25429,7,"8.99"
225,"20220619",20220701,20220626,12089,7,"8.99"
576,"20220619",20220701,20220626,12089,1482,"2384.07"
606,"20220619",20220701,20220626,21613,344,"539.99"
538,"20220619",20220701,20220626,21613,8,"21.49"
605,"20220619",20220701,20220626,23151,344,"539.99"
477,"20220619",20220701,20220626,23151,2,"4.99"
479,"20220619",20220701,20220626,23151,3,"8.99"
489,"20220619",20220701,20220626,23151,42,"53.99"
604,"20220619",20220701,20220626,22271,344,"539.99"
477,"20220619",20220701,20220626,22271,2,"4.99"
479,"20220619",20220701,20220626,22271,3,"8.99"
225,"20220619",20220701,20220626,22271,7,"8.99"
234,"20220619",20220701,20220626,22271,38,"49.99"
388,"20220619",20220701,20220626,21323,713,"1120.49"
384,"20220619",20220701,20220626,20304,713,"1120.49"
234,"20220619",20220701,20220626,20304,38,"49.99"
388,"20220619",20220701,20220626,20310,713,"1120.49"
529,"20220619",20220701,20220626,20310,1,"3.99"
539,"20220619",20220701,20220626,20310,9,"24.99"
606,"20220619",20220701,20220626,22615,344,"539.99"
584,"20220619",20220701,20220626,26848,344,"539.99"
477,"20220619",20220701,20220626,26848,2,"4.99"
479,"20220619",20220701,20220626,26848,3,"8.99"
488,"20220619",20220701,20220626,26848,42,"53.99"
573,"20220619",20220701,20220626,13263,1482,"2384.07"
477,"20220619",20220701,20220626,13263,2,"4.99"
479,"20220619",20220701,20220626,13263,3,"8.99"
222,"20220619",20220701,20220626,13263,13,"34.99"
231,"20220619",20220701,20220626,13263,38,"49.99"
564,"20220619",20220701,20220626,11453,1482,"2384.07"
217,"20220619",20220701,20220626,11453,13,"34.99"
359,"20220620",20220702,20220627,15688,1252,"2294.99"
225,"20220620",20220702,20220627,15688,7,"8.99"
214,"20220620",20220702,20220627,15688,13,"34.99"
361,"20220620",20220702,20220627,14774,1252,"2294.99"
363,"20220620",20220702,20220627,13575,1252,"2294.99"
478,"20220620",20220702,20220627,13575,4,"9.99"
477,"20220620",20220702,20220627,13575,2,"4.99"
217,"20220620",20220702,20220627,13575,13,"34.99"
489,"20220620",20220702,20220627,13575,42,"53.99"
483,"20220620",20220702,20220627,12413,45,"120.00"
539,"20220620",20220702,20220627,15766,9,"24.99"
480,"20220620",20220702,20220627,15766,1,"2.29"
539,"20220620",20220702,20220627,15604,9,"24.99"
480,"20220620",20220702,20220627,15604,1,"2.29"
530,"20220620",20220702,20220627,23013,2,"4.99"
484,"20220620",20220702,20220627,23013,3,"7.95"
231,"20220620",20220702,20220627,14314,38,"49.99"
225,"20220620",20220702,20220627,14314,7,"8.99"
225,"20220620",20220702,20220627,18291,7,"8.99"
361,"20220620",20220702,20220627,15687,1252,"2294.99"
478,"20220620",20220702,20220627,15687,4,"9.99"
581,"20220620",20220702,20220627,25443,1083,"1700.99"
231,"20220620",20220702,20220627,25443,38,"49.99"
595,"20220620",20220702,20220627,14990,308,"564.99"
485,"20220620",20220702,20220627,14990,8,"21.98"
484,"20220620",20220702,20220627,14990,3,"7.95"
480,"20220620",20220702,20220627,11091,1,"2.29"
540,"20220620",20220702,20220627,25182,12,"32.60"
222,"20220620",20220702,20220627,25182,13,"34.99"
536,"20220620",20220702,20220627,23808,11,"29.99"
536,"20220620",20220702,20220627,17551,11,"29.99"
528,"20220620",20220702,20220627,17551,2,"4.99"
214,"20220620",20220702,20220627,17551,13,"34.99"
225,"20220620",20220702,20220627,17551,7,"8.99"
231,"20220620",20220702,20220627,17551,38,"49.99"
477,"20220620",20220702,20220627,13751,2,"4.99"
478,"20220620",20220702,20220627,13751,4,"9.99"
491,"20220620",20220702,20220627,13751,42,"53.99"
478,"20220620",20220702,20220627,20515,4,"9.99"
477,"20220620",20220702,20220627,20515,2,"4.99"
222,"20220620",20220702,20220627,20515,13,"34.99"
463,"20220620",20220702,20220627,20515,9,"24.49"
476,"20220620",20220702,20220627,20357,26,"69.99"
478,"20220620",20220702,20220627,20759,4,"9.99"
477,"20220620",20220702,20220627,20759,2,"4.99"
490,"20220620",20220702,20220627,20759,42,"53.99"
225,"20220620",20220702,20220627,20759,7,"8.99"
477,"20220620",20220702,20220627,17492,2,"4.99"
467,"20220620",20220702,20220627,17492,9,"24.49"
487,"20220620",20220702,20220627,17492,21,"54.99"
485,"20220620",20220702,20220627,20517,8,"21.98"
487,"20220620",20220702,20220627,20517,21,"54.99"
539,"20220620",20220702,20220627,20801,9,"24.99"
231,"20220620",20220702,20220627,20801,38,"49.99"
541,"20220620",20220702,20220627,20729,11,"28.99"
530,"20220620",20220702,20220627,20729,2,"4.99"
222,"20220620",20220702,20220627,20729,13,"34.99"
225,"20220620",20220702,20220627,20729,7,"8.99"
529,"20220620",20220702,20220627,27955,1,"3.99"
222,"20220620",20220702,20220627,27955,13,"34.99"
530,"20220620",20220702,20220627,25580,2,"4.99"
214,"20220620",20220702,20220627,25580,13,"34.99"
537,"20220620",20220702,20220627,14723,13,"35.00"
528,"20220620",20220702,20220627,14723,2,"4.99"
537,"20220620",20220702,20220627,11853,13,"35.00"
528,"20220620",20220702,20220627,11853,2,"4.99"
485,"20220620",20220702,20220627,17619,8,"21.98"
228,"20220620",20220702,20220627,17619,38,"49.99"
361,"20220620",20220702,20220627,15187,1252,"2294.99"
478,"20220620",20220702,20220627,15187,4,"9.99"
355,"20220620",20220702,20220627,13886,1266,"2319.99"
214,"20220620",20220702,20220627,13886,13,"34.99"
361,"20220620",20220702,20220627,12451,1252,"2294.99"
478,"20220620",20220702,20220627,12451,4,"9.99"
487,"20220620",20220702,20220627,12451,21,"54.99"
484,"20220620",20220702,20220627,12451,3,"7.95"
361,"20220620",20220702,20220627,13442,1252,"2294.99"
485,"20220620",20220702,20220627,13442,8,"21.98"
480,"20220620",20220702,20220627,13442,1,"2.29"
382,"20220620",20220702,20220627,25034,713,"1120.49"
217,"20220620",20220702,20220627,25034,13,"34.99"
481,"20220620",20220702,20220627,25034,3,"8.99"
596,"20220620",20220702,20220627,12241,295,"539.99"
463,"20220620",20220702,20220627,12241,9,"24.49"
535,"20220620",20220702,20220627,12241,9,"24.99"
605,"20220620",20220702,20220627,22189,344,"539.99"
481,"20220620",20220702,20220627,22189,3,"8.99"
382,"20220620",20220702,20220627,21327,713,"1120.49"
386,"20220620",20220702,20220627,20190,713,"1120.49"
539,"20220620",20220702,20220627,20190,9,"24.99"
225,"20220620",20220702,20220627,20190,7,"8.99"
228,"20220620",20220702,20220627,20190,38,"49.99"
467,"20220620",20220702,20220627,17405,9,"24.49"
580,"20220620",20220702,20220627,17405,1083,"1700.99"
604,"20220620",20220702,20220627,26914,344,"539.99"
477,"20220620",20220702,20220627,26914,2,"4.99"
479,"20220620",20220702,20220627,26914,3,"8.99"
214,"20220620",20220702,20220627,26914,13,"34.99"
606,"20220620",20220702,20220627,26858,344,"539.99"
477,"20220620",20220702,20220627,26858,2,"4.99"
479,"20220620",20220702,20220627,26858,3,"8.99"
573,"20220620",20220702,20220627,13592,1482,"2384.07"
217,"20220620",20220702,20220627,13592,13,"34.99"
573,"20220620",20220702,20220627,12650,1482,"2384.07"
214,"20220620",20220702,20220627,12650,13,"34.99"
355,"20220621",20220703,20220628,14192,1266,"2319.99"
477,"20220621",20220703,20220628,14192,2,"4.99"
478,"20220621",20220703,20220628,14192,4,"9.99"
214,"20220621",20220703,20220628,14192,13,"34.99"
225,"20220621",20220703,20220628,12085,7,"8.99"
237,"20220621",20220703,20220628,12115,38,"49.99"
467,"20220621",20220703,20220628,11200,9,"24.49"
231,"20220621",20220703,20220628,11200,38,"49.99"
214,"20220621",20220703,20220628,28785,13,"34.99"
529,"20220621",20220703,20220628,15735,1,"3.99"
539,"20220621",20220703,20220628,15735,9,"24.99"
480,"20220621",20220703,20220628,15735,1,"2.29"
475,"20220621",20220703,20220628,26434,26,"69.99"
483,"20220621",20220703,20220628,13639,45,"120.00"
582,"20220621",20220703,20220628,21668,1083,"1700.99"
222,"20220621",20220703,20220628,21668,13,"34.99"
580,"20220621",20220703,20220628,25323,1083,"1700.99"
477,"20220621",20220703,20220628,25323,2,"4.99"
479,"20220621",20220703,20220628,25323,3,"8.99"
581,"20220621",20220703,20220628,20890,1083,"1700.99"
225,"20220621",20220703,20220628,20890,7,"8.99"
222,"20220621",20220703,20220628,20890,13,"34.99"
596,"20220621",20220703,20220628,23622,295,"539.99"
535,"20220621",20220703,20220628,23622,9,"24.99"
528,"20220621",20220703,20220628,23622,2,"4.99"
480,"20220621",20220703,20220628,23622,1,"2.29"
590,"20220621",20220703,20220628,13842,420,"769.49"
485,"20220621",20220703,20220628,13842,8,"21.98"
214,"20220621",20220703,20220628,13842,13,"34.99"
214,"20220621",20220703,20220628,11734,13,"34.99"
473,"20220621",20220703,20220628,11734,24,"63.50"
488,"20220621",20220703,20220628,11687,42,"53.99"
225,"20220621",20220703,20220628,11687,7,"8.99"
539,"20220621",20220703,20220628,11711,9,"24.99"
529,"20220621",20220703,20220628,11711,1,"3.99"
214,"20220621",20220703,20220628,11711,13,"34.99"
541,"20220621",20220703,20220628,26552,11,"28.99"
530,"20220621",20220703,20220628,26552,2,"4.99"
479,"20220621",20220703,20220628,26552,3,"8.99"
477,"20220621",20220703,20220628,26552,2,"4.99"
540,"20220621",20220703,20220628,24390,12,"32.60"
536,"20220621",20220703,20220628,11619,11,"29.99"
536,"20220621",20220703,20220628,19645,11,"29.99"
528,"20220621",20220703,20220628,19645,2,"4.99"
222,"20220621",20220703,20220628,19645,13,"34.99"
465,"20220621",20220703,20220628,19645,9,"24.49"
478,"20220621",20220703,20220628,21635,4,"9.99"
477,"20220621",20220703,20220628,21635,2,"4.99"
234,"20220621",20220703,20220628,21635,38,"49.99"
225,"20220621",20220703,20220628,21635,7,"8.99"
478,"20220621",20220703,20220628,15571,4,"9.99"
477,"20220621",20220703,20220628,21477,2,"4.99"
478,"20220621",20220703,20220628,21477,4,"9.99"
225,"20220621",20220703,20220628,21477,7,"8.99"
476,"20220621",20220703,20220628,11519,26,"69.99"
228,"20220621",20220703,20220628,11519,38,"49.99"
475,"20220621",20220703,20220628,19800,26,"69.99"
477,"20220621",20220703,20220628,25327,2,"4.99"
477,"20220621",20220703,20220628,17434,2,"4.99"
477,"20220621",20220703,20220628,17562,2,"4.99"
225,"20220621",20220703,20220628,17562,7,"8.99"
475,"20220621",20220703,20220628,18844,26,"69.99"
488,"20220621",20220703,20220628,18844,42,"53.99"
475,"20220621",20220703,20220628,18772,26,"69.99"
225,"20220621",20220703,20220628,18772,7,"8.99"
528,"20220621",20220703,20220628,28254,2,"4.99"
480,"20220621",20220703,20220628,28254,1,"2.29"
486,"20220621",20220703,20220628,28254,59,"159.00"
528,"20220621",20220703,20220628,15486,2,"4.99"
222,"20220621",20220703,20220628,15486,13,"34.99"
485,"20220621",20220703,20220628,14373,8,"21.98"
488,"20220621",20220703,20220628,14373,42,"53.99"
528,"20220621",20220703,20220628,26076,2,"4.99"
485,"20220621",20220703,20220628,26076,8,"21.98"
231,"20220621",20220703,20220628,26076,38,"49.99"
535,"20220621",20220703,20220628,16556,9,"24.99"
528,"20220621",20220703,20220628,16556,2,"4.99"
485,"20220621",20220703,20220628,16556,8,"21.98"
214,"20220621",20220703,20220628,16556,13,"34.99"
538,"20220621",20220703,20220628,25145,8,"21.49"
480,"20220621",20220703,20220628,25145,1,"2.29"
529,"20220621",20220703,20220628,25477,1,"3.99"
529,"20220621",20220703,20220628,20957,1,"3.99"
214,"20220621",20220703,20220628,20957,13,"34.99"
530,"20220621",20220703,20220628,25677,2,"4.99"
487,"20220621",20220703,20220628,25677,21,"54.99"
537,"20220621",20220703,20220628,11829,13,"35.00"
528,"20220621",20220703,20220628,11829,2,"4.99"
485,"20220621",20220703,20220628,11829,8,"21.98"
478,"20220621",20220703,20220628,11829,4,"9.99"
477,"20220621",20220703,20220628,11829,2,"4.99"
485,"20220621",20220703,20220628,13352,8,"21.98"
217,"20220621",20220703,20220628,13352,13,"34.99"
589,"20220621",20220703,20220628,14385,420,"769.49"
484,"20220621",20220703,20220628,14385,3,"7.95"
353,"20220621",20220703,20220628,14298,1266,"2319.99"
537,"20220621",20220703,20220628,14298,13,"35.00"
480,"20220621",20220703,20220628,14298,1,"2.29"
484,"20220621",20220703,20220628,14298,3,"7.95"
359,"20220621",20220703,20220628,14116,1252,"2294.99"
485,"20220621",20220703,20220628,14116,8,"21.98"
567,"20220621",20220703,20220628,17766,461,"742.35"
217,"20220621",20220703,20220628,17766,13,"34.99"
583,"20220621",20220703,20220628,23332,1083,"1700.99"
581,"20220621",20220703,20220628,23420,1083,"1700.99"
376,"20220621",20220703,20220628,17315,1555,"2443.35"
479,"20220621",20220703,20220628,17315,3,"8.99"
390,"20220621",20220703,20220628,16528,713,"1120.49"
604,"20220621",20220703,20220628,28319,344,"539.99"
479,"20220621",20220703,20220628,28319,3,"8.99"
484,"20220621",20220703,20220628,28319,3,"7.95"
573,"20220621",20220703,20220628,11107,1482,"2384.07"
222,"20220621",20220703,20220628,11107,13,"34.99"
561,"20220621",20220703,20220628,11446,1482,"2384.07"
222,"20220621",20220703,20220628,11446,13,"34.99"
489,"20220621",20220703,20220628,11446,42,"53.99"
225,"20220621",20220703,20220628,11446,7,"8.99"
361,"20220621",20220703,20220628,13091,1252,"2294.99"
487,"20220621",20220703,20220628,13091,21,"54.99"
568,"20220621",20220703,20220628,29048,461,"742.35"
214,"20220621",20220703,20220628,29048,13,"34.99"
584,"20220621",20220703,20220628,23178,344,"539.99"
605,"20220621",20220703,20220628,22272,344,"539.99"
538,"20220621",20220703,20220628,22272,8,"21.49"
