"datekey","fulldatealternatekey"
20101120,"2010-11-20"
20101121,"2010-11-21"
20101122,"2010-11-22"
20101123,"2010-11-23"
20101124,"2010-11-24"
20101125,"2010-11-25"
20101126,"2010-11-26"
20101127,"2010-11-27"
20101128,"2010-11-28"
20101129,"2010-11-29"
20101130,"2010-11-30"
20101201,"2010-12-01"
20101202,"2010-12-02"
20101203,"2010-12-03"
20101204,"2010-12-04"
20101205,"2010-12-05"
20101206,"2010-12-06"
20101207,"2010-12-07"
20101208,"2010-12-08"
20101209,"2010-12-09"
20101210,"2010-12-10"
20101211,"2010-12-11"
20101212,"2010-12-12"
20101213,"2010-12-13"
20101214,"2010-12-14"
20101215,"2010-12-15"
20101216,"2010-12-16"
20101217,"2010-12-17"
20101218,"2010-12-18"
20101219,"2010-12-19"
20101220,"2010-12-20"
20101221,"2010-12-21"
20101222,"2010-12-22"
20101223,"2010-12-23"
20101224,"2010-12-24"
20101225,"2010-12-25"
20101226,"2010-12-26"
20101227,"2010-12-27"
20101228,"2010-12-28"
20101229,"2010-12-29"
20101230,"2010-12-30"
20101231,"2010-12-31"
20110101,"2011-01-01"
20110102,"2011-01-02"
20110103,"2011-01-03"
20110104,"2011-01-04"
20110105,"2011-01-05"
20110106,"2011-01-06"
20110107,"2011-01-07"
20110108,"2011-01-08"
20110109,"2011-01-09"
20110110,"2011-01-10"
20110111,"2011-01-11"
20110112,"2011-01-12"
20110113,"2011-01-13"
20110114,"2011-01-14"
20110115,"2011-01-15"
20110116,"2011-01-16"
20110117,"2011-01-17"
20110118,"2011-01-18"
20110119,"2011-01-19"
20110120,"2011-01-20"
20110121,"2011-01-21"
20110122,"2011-01-22"
20110123,"2011-01-23"
20110124,"2011-01-24"
20110125,"2011-01-25"
20110126,"2011-01-26"
20110127,"2011-01-27"
20110128,"2011-01-28"
20110129,"2011-01-29"
20110130,"2011-01-30"
20110131,"2011-01-31"
20110201,"2011-02-01"
20110202,"2011-02-02"
20110203,"2011-02-03"
20110204,"2011-02-04"
20110205,"2011-02-05"
20110206,"2011-02-06"
20110207,"2011-02-07"
20110208,"2011-02-08"
20110209,"2011-02-09"
20110210,"2011-02-10"
20110211,"2011-02-11"
20110212,"2011-02-12"
20110213,"2011-02-13"
20110214,"2011-02-14"
20110215,"2011-02-15"
20110216,"2011-02-16"
20110217,"2011-02-17"
20110218,"2011-02-18"
20110219,"2011-02-19"
20110220,"2011-02-20"
20110221,"2011-02-21"
20110222,"2011-02-22"
20110223,"2011-02-23"
20110224,"2011-02-24"
20110225,"2011-02-25"
20110226,"2011-02-26"
20110227,"2011-02-27"
20110228,"2011-02-28"
20110301,"2011-03-01"
20110302,"2011-03-02"
20110303,"2011-03-03"
20110304,"2011-03-04"
20110305,"2011-03-05"
20110306,"2011-03-06"
20110307,"2011-03-07"
20110308,"2011-03-08"
20110309,"2011-03-09"
20110310,"2011-03-10"
20110311,"2011-03-11"
20110312,"2011-03-12"
20110313,"2011-03-13"
20110314,"2011-03-14"
20110315,"2011-03-15"
20110316,"2011-03-16"
20110317,"2011-03-17"
20110318,"2011-03-18"
20110319,"2011-03-19"
20110320,"2011-03-20"
20110321,"2011-03-21"
20110322,"2011-03-22"
20110323,"2011-03-23"
20110324,"2011-03-24"
20110325,"2011-03-25"
20110326,"2011-03-26"
20110327,"2011-03-27"
20110328,"2011-03-28"
20110329,"2011-03-29"
20110330,"2011-03-30"
20110331,"2011-03-31"
20110401,"2011-04-01"
20110402,"2011-04-02"
20110403,"2011-04-03"
20110404,"2011-04-04"
20110405,"2011-04-05"
20110406,"2011-04-06"
20110407,"2011-04-07"
20110408,"2011-04-08"
20110409,"2011-04-09"
20110410,"2011-04-10"
20110411,"2011-04-11"
20110412,"2011-04-12"
20110413,"2011-04-13"
20110414,"2011-04-14"
20110415,"2011-04-15"
20110416,"2011-04-16"
20110417,"2011-04-17"
20110418,"2011-04-18"
20110419,"2011-04-19"
20110420,"2011-04-20"
20110421,"2011-04-21"
20110422,"2011-04-22"
20110423,"2011-04-23"
20110424,"2011-04-24"
20110425,"2011-04-25"
20110426,"2011-04-26"
20110427,"2011-04-27"
20110428,"2011-04-28"
20110429,"2011-04-29"
20110430,"2011-04-30"
20110501,"2011-05-01"
20110502,"2011-05-02"
20110503,"2011-05-03"
20110504,"2011-05-04"
20110505,"2011-05-05"
20110506,"2011-05-06"
20110507,"2011-05-07"
20110508,"2011-05-08"
20110509,"2011-05-09"
20110510,"2011-05-10"
20110511,"2011-05-11"
20110512,"2011-05-12"
20110513,"2011-05-13"
20110514,"2011-05-14"
20110515,"2011-05-15"
20110516,"2011-05-16"
20110517,"2011-05-17"
20110518,"2011-05-18"
20110519,"2011-05-19"
20110520,"2011-05-20"
20110521,"2011-05-21"
20110522,"2011-05-22"
20110523,"2011-05-23"
20110524,"2011-05-24"
20110525,"2011-05-25"
20110526,"2011-05-26"
20110527,"2011-05-27"
20110528,"2011-05-28"
20110529,"2011-05-29"
20110530,"2011-05-30"
20110531,"2011-05-31"
20110601,"2011-06-01"
20110602,"2011-06-02"
20110603,"2011-06-03"
20110604,"2011-06-04"
20110605,"2011-06-05"
20110606,"2011-06-06"
20110607,"2011-06-07"
20110608,"2011-06-08"
20110609,"2011-06-09"
20110610,"2011-06-10"
20110611,"2011-06-11"
20110612,"2011-06-12"
20110613,"2011-06-13"
20110614,"2011-06-14"
20110615,"2011-06-15"
20110616,"2011-06-16"
20110617,"2011-06-17"
20110618,"2011-06-18"
20110619,"2011-06-19"
20110620,"2011-06-20"
20110621,"2011-06-21"
20110622,"2011-06-22"
20110623,"2011-06-23"
20110624,"2011-06-24"
20110625,"2011-06-25"
20110626,"2011-06-26"
20110627,"2011-06-27"
20110628,"2011-06-28"
20110629,"2011-06-29"
20110630,"2011-06-30"
20110701,"2011-07-01"
20110702,"2011-07-02"
20110703,"2011-07-03"
20110704,"2011-07-04"
20110705,"2011-07-05"
20110706,"2011-07-06"
20110707,"2011-07-07"
20110708,"2011-07-08"
20110709,"2011-07-09"
20110710,"2011-07-10"
20110711,"2011-07-11"
20110712,"2011-07-12"
20110713,"2011-07-13"
20110714,"2011-07-14"
20110715,"2011-07-15"
20110716,"2011-07-16"
20110717,"2011-07-17"
20110718,"2011-07-18"
20110719,"2011-07-19"
20110720,"2011-07-20"
20110721,"2011-07-21"
20110722,"2011-07-22"
20110723,"2011-07-23"
20110724,"2011-07-24"
20110725,"2011-07-25"
20110726,"2011-07-26"
20110727,"2011-07-27"
20110728,"2011-07-28"
20110729,"2011-07-29"
20110730,"2011-07-30"
20110731,"2011-07-31"
20110801,"2011-08-01"
20110802,"2011-08-02"
20110803,"2011-08-03"
20110804,"2011-08-04"
20110805,"2011-08-05"
20110806,"2011-08-06"
20110807,"2011-08-07"
20110808,"2011-08-08"
20110809,"2011-08-09"
20110810,"2011-08-10"
20110811,"2011-08-11"
20110812,"2011-08-12"
20110813,"2011-08-13"
20110814,"2011-08-14"
20110815,"2011-08-15"
20110816,"2011-08-16"
20110817,"2011-08-17"
20110818,"2011-08-18"
20110819,"2011-08-19"
20110820,"2011-08-20"
20110821,"2011-08-21"
20110822,"2011-08-22"
20110823,"2011-08-23"
20110824,"2011-08-24"
20110825,"2011-08-25"
20110826,"2011-08-26"
20110827,"2011-08-27"
20110828,"2011-08-28"
20110829,"2011-08-29"
20110830,"2011-08-30"
20110831,"2011-08-31"
20110901,"2011-09-01"
20110902,"2011-09-02"
20110903,"2011-09-03"
20110904,"2011-09-04"
20110905,"2011-09-05"
20110906,"2011-09-06"
20110907,"2011-09-07"
20110908,"2011-09-08"
20110909,"2011-09-09"
20110910,"2011-09-10"
20110911,"2011-09-11"
20110912,"2011-09-12"
20110913,"2011-09-13"
20110914,"2011-09-14"
20110915,"2011-09-15"
20110916,"2011-09-16"
20110917,"2011-09-17"
20110918,"2011-09-18"
20110919,"2011-09-19"
20110920,"2011-09-20"
20110921,"2011-09-21"
20110922,"2011-09-22"
20110923,"2011-09-23"
20110924,"2011-09-24"
20110925,"2011-09-25"
20110926,"2011-09-26"
20110927,"2011-09-27"
20110928,"2011-09-28"
20110929,"2011-09-29"
20110930,"2011-09-30"
20111001,"2011-10-01"
20111002,"2011-10-02"
20111003,"2011-10-03"
20111004,"2011-10-04"
20111005,"2011-10-05"
20111006,"2011-10-06"
20111007,"2011-10-07"
20111008,"2011-10-08"
20111009,"2011-10-09"
20111010,"2011-10-10"
20111011,"2011-10-11"
20111012,"2011-10-12"
20111013,"2011-10-13"
20111014,"2011-10-14"
20111015,"2011-10-15"
20111016,"2011-10-16"
20111017,"2011-10-17"
20111018,"2011-10-18"
20111019,"2011-10-19"
20111020,"2011-10-20"
20111021,"2011-10-21"
20111022,"2011-10-22"
20111023,"2011-10-23"
20111024,"2011-10-24"
20111025,"2011-10-25"
20111026,"2011-10-26"
20111027,"2011-10-27"
20111028,"2011-10-28"
20111029,"2011-10-29"
20111030,"2011-10-30"
20111031,"2011-10-31"
20111101,"2011-11-01"
20111102,"2011-11-02"
20111103,"2011-11-03"
20111104,"2011-11-04"
20111105,"2011-11-05"
20111106,"2011-11-06"
20111107,"2011-11-07"
20111108,"2011-11-08"
20111109,"2011-11-09"
20111110,"2011-11-10"
20111111,"2011-11-11"
20111112,"2011-11-12"
20111113,"2011-11-13"
20111114,"2011-11-14"
20111115,"2011-11-15"
20111116,"2011-11-16"
20111117,"2011-11-17"
20111118,"2011-11-18"
20111119,"2011-11-19"
20111120,"2011-11-20"
20111121,"2011-11-21"
20111122,"2011-11-22"
20111123,"2011-11-23"
20111124,"2011-11-24"
20111125,"2011-11-25"
20111126,"2011-11-26"
20111127,"2011-11-27"
20111128,"2011-11-28"
20111129,"2011-11-29"
20111130,"2011-11-30"
20111201,"2011-12-01"
20111202,"2011-12-02"
20111203,"2011-12-03"
20111204,"2011-12-04"
20111205,"2011-12-05"
20111206,"2011-12-06"
20111207,"2011-12-07"
20111208,"2011-12-08"
20111209,"2011-12-09"
20111210,"2011-12-10"
20111211,"2011-12-11"
20111212,"2011-12-12"
20111213,"2011-12-13"
20111214,"2011-12-14"
20111215,"2011-12-15"
20111216,"2011-12-16"
20111217,"2011-12-17"
20111218,"2011-12-18"
20111219,"2011-12-19"
20111220,"2011-12-20"
20111221,"2011-12-21"
20111222,"2011-12-22"
20111223,"2011-12-23"
20111224,"2011-12-24"
20111225,"2011-12-25"
20111226,"2011-12-26"
20111227,"2011-12-27"
20111228,"2011-12-28"
20111229,"2011-12-29"
20111230,"2011-12-30"
20111231,"2011-12-31"
20120101,"2012-01-01"
20120102,"2012-01-02"
20120103,"2012-01-03"
20120104,"2012-01-04"
20120105,"2012-01-05"
20120106,"2012-01-06"
20120107,"2012-01-07"
20120108,"2012-01-08"
20120109,"2012-01-09"
20120110,"2012-01-10"
20120111,"2012-01-11"
20120112,"2012-01-12"
20120113,"2012-01-13"
20120114,"2012-01-14"
20120115,"2012-01-15"
20120116,"2012-01-16"
20120117,"2012-01-17"
20120118,"2012-01-18"
20120119,"2012-01-19"
20120120,"2012-01-20"
20120121,"2012-01-21"
20120122,"2012-01-22"
20120123,"2012-01-23"
20120124,"2012-01-24"
20120125,"2012-01-25"
20120126,"2012-01-26"
20120127,"2012-01-27"
20120128,"2012-01-28"
20120129,"2012-01-29"
20120130,"2012-01-30"
20120131,"2012-01-31"
20120201,"2012-02-01"
20120202,"2012-02-02"
20120203,"2012-02-03"
20120204,"2012-02-04"
20120205,"2012-02-05"
20120206,"2012-02-06"
20120207,"2012-02-07"
20120208,"2012-02-08"
20120209,"2012-02-09"
20120210,"2012-02-10"
20120211,"2012-02-11"
20120212,"2012-02-12"
20120213,"2012-02-13"
20120214,"2012-02-14"
20120215,"2012-02-15"
20120216,"2012-02-16"
20120217,"2012-02-17"
20120218,"2012-02-18"
20120219,"2012-02-19"
20120220,"2012-02-20"
20120221,"2012-02-21"
20120222,"2012-02-22"
20120223,"2012-02-23"
20120224,"2012-02-24"
20120225,"2012-02-25"
20120226,"2012-02-26"
20120227,"2012-02-27"
20120228,"2012-02-28"
20120229,"2012-02-29"
20120301,"2012-03-01"
20120302,"2012-03-02"
20120303,"2012-03-03"
20120304,"2012-03-04"
20120305,"2012-03-05"
20120306,"2012-03-06"
20120307,"2012-03-07"
20120308,"2012-03-08"
20120309,"2012-03-09"
20120310,"2012-03-10"
20120311,"2012-03-11"
20120312,"2012-03-12"
20120313,"2012-03-13"
20120314,"2012-03-14"
20120315,"2012-03-15"
20120316,"2012-03-16"
20120317,"2012-03-17"
20120318,"2012-03-18"
20120319,"2012-03-19"
20120320,"2012-03-20"
20120321,"2012-03-21"
20120322,"2012-03-22"
20120323,"2012-03-23"
20120324,"2012-03-24"
20120325,"2012-03-25"
20120326,"2012-03-26"
20120327,"2012-03-27"
20120328,"2012-03-28"
20120329,"2012-03-29"
20120330,"2012-03-30"
20120331,"2012-03-31"
20120401,"2012-04-01"
20120402,"2012-04-02"
20120403,"2012-04-03"
20120404,"2012-04-04"
20120405,"2012-04-05"
20120406,"2012-04-06"
20120407,"2012-04-07"
20120408,"2012-04-08"
20120409,"2012-04-09"
20120410,"2012-04-10"
20120411,"2012-04-11"
20120412,"2012-04-12"
20120413,"2012-04-13"
20120414,"2012-04-14"
20120415,"2012-04-15"
20120416,"2012-04-16"
20120417,"2012-04-17"
20120418,"2012-04-18"
20120419,"2012-04-19"
20120420,"2012-04-20"
20120421,"2012-04-21"
20120422,"2012-04-22"
20120423,"2012-04-23"
20120424,"2012-04-24"
20120425,"2012-04-25"
20120426,"2012-04-26"
20120427,"2012-04-27"
20120428,"2012-04-28"
20120429,"2012-04-29"
20120430,"2012-04-30"
20120501,"2012-05-01"
20120502,"2012-05-02"
20120503,"2012-05-03"
20120504,"2012-05-04"
20120505,"2012-05-05"
20120506,"2012-05-06"
20120507,"2012-05-07"
20120508,"2012-05-08"
20120509,"2012-05-09"
20120510,"2012-05-10"
20120511,"2012-05-11"
20120512,"2012-05-12"
20120513,"2012-05-13"
20120514,"2012-05-14"
20120515,"2012-05-15"
20120516,"2012-05-16"
20120517,"2012-05-17"
20120518,"2012-05-18"
20120519,"2012-05-19"
20120520,"2012-05-20"
20120521,"2012-05-21"
20120522,"2012-05-22"
20120523,"2012-05-23"
20120524,"2012-05-24"
20120525,"2012-05-25"
20120526,"2012-05-26"
20120527,"2012-05-27"
20120528,"2012-05-28"
20120529,"2012-05-29"
20120530,"2012-05-30"
20120531,"2012-05-31"
20120601,"2012-06-01"
20120602,"2012-06-02"
20120603,"2012-06-03"
20120604,"2012-06-04"
20120605,"2012-06-05"
20120606,"2012-06-06"
20120607,"2012-06-07"
20120608,"2012-06-08"
20120609,"2012-06-09"
20120610,"2012-06-10"
20120611,"2012-06-11"
20120612,"2012-06-12"
20120613,"2012-06-13"
20120614,"2012-06-14"
20120615,"2012-06-15"
20120616,"2012-06-16"
20120617,"2012-06-17"
20120618,"2012-06-18"
20120619,"2012-06-19"
20120620,"2012-06-20"
20120621,"2012-06-21"
20120622,"2012-06-22"
20120623,"2012-06-23"
20120624,"2012-06-24"
20120625,"2012-06-25"
20120626,"2012-06-26"
20120627,"2012-06-27"
20120628,"2012-06-28"
20120629,"2012-06-29"
20120630,"2012-06-30"
20120701,"2012-07-01"
20120702,"2012-07-02"
20120703,"2012-07-03"
20120704,"2012-07-04"
20120705,"2012-07-05"
20120706,"2012-07-06"
20120707,"2012-07-07"
20120708,"2012-07-08"
20120709,"2012-07-09"
20120710,"2012-07-10"
20120711,"2012-07-11"
20120712,"2012-07-12"
20120713,"2012-07-13"
20120714,"2012-07-14"
20120715,"2012-07-15"
20120716,"2012-07-16"
20120717,"2012-07-17"
20120718,"2012-07-18"
20120719,"2012-07-19"
20120720,"2012-07-20"
20120721,"2012-07-21"
20120722,"2012-07-22"
20120723,"2012-07-23"
20120724,"2012-07-24"
20120725,"2012-07-25"
20120726,"2012-07-26"
20120727,"2012-07-27"
20120728,"2012-07-28"
20120729,"2012-07-29"
20120730,"2012-07-30"
20120731,"2012-07-31"
20120801,"2012-08-01"
20120802,"2012-08-02"
20120803,"2012-08-03"
20120804,"2012-08-04"
20120805,"2012-08-05"
20120806,"2012-08-06"
20120807,"2012-08-07"
20120808,"2012-08-08"
20120809,"2012-08-09"
20120810,"2012-08-10"
20120811,"2012-08-11"
20120812,"2012-08-12"
20120813,"2012-08-13"
20120814,"2012-08-14"
20120815,"2012-08-15"
20120816,"2012-08-16"
20120817,"2012-08-17"
20120818,"2012-08-18"
20120819,"2012-08-19"
20120820,"2012-08-20"
20120821,"2012-08-21"
20120822,"2012-08-22"
20120823,"2012-08-23"
20120824,"2012-08-24"
20120825,"2012-08-25"
20120826,"2012-08-26"
20120827,"2012-08-27"
20120828,"2012-08-28"
20120829,"2012-08-29"
20120830,"2012-08-30"
20120831,"2012-08-31"
20120901,"2012-09-01"
20120902,"2012-09-02"
20120903,"2012-09-03"
20120904,"2012-09-04"
20120905,"2012-09-05"
20120906,"2012-09-06"
20120907,"2012-09-07"
20120908,"2012-09-08"
20120909,"2012-09-09"
20120910,"2012-09-10"
20120911,"2012-09-11"
20120912,"2012-09-12"
20120913,"2012-09-13"
20120914,"2012-09-14"
20120915,"2012-09-15"
20120916,"2012-09-16"
20120917,"2012-09-17"
20120918,"2012-09-18"
20120919,"2012-09-19"
20120920,"2012-09-20"
20120921,"2012-09-21"
20120922,"2012-09-22"
20120923,"2012-09-23"
20120924,"2012-09-24"
20120925,"2012-09-25"
20120926,"2012-09-26"
20120927,"2012-09-27"
20120928,"2012-09-28"
20120929,"2012-09-29"
20120930,"2012-09-30"
20121001,"2012-10-01"
20121002,"2012-10-02"
20121003,"2012-10-03"
20121004,"2012-10-04"
20121005,"2012-10-05"
20121006,"2012-10-06"
20121007,"2012-10-07"
20121008,"2012-10-08"
20121009,"2012-10-09"
20121010,"2012-10-10"
20121011,"2012-10-11"
20121012,"2012-10-12"
20121013,"2012-10-13"
20121014,"2012-10-14"
20121015,"2012-10-15"
20121016,"2012-10-16"
20121017,"2012-10-17"
20121018,"2012-10-18"
20121019,"2012-10-19"
20121020,"2012-10-20"
20121021,"2012-10-21"
20121022,"2012-10-22"
20121023,"2012-10-23"
20121024,"2012-10-24"
20121025,"2012-10-25"
20121026,"2012-10-26"
20121027,"2012-10-27"
20121028,"2012-10-28"
20121029,"2012-10-29"
20121030,"2012-10-30"
20121031,"2012-10-31"
20121101,"2012-11-01"
20121102,"2012-11-02"
20121103,"2012-11-03"
20121104,"2012-11-04"
20121105,"2012-11-05"
20121106,"2012-11-06"
20121107,"2012-11-07"
20121108,"2012-11-08"
20121109,"2012-11-09"
20121110,"2012-11-10"
20121111,"2012-11-11"
20121112,"2012-11-12"
20121113,"2012-11-13"
20121114,"2012-11-14"
20121115,"2012-11-15"
20121116,"2012-11-16"
20121117,"2012-11-17"
20121118,"2012-11-18"
20121119,"2012-11-19"
20121120,"2012-11-20"
20121121,"2012-11-21"
20121122,"2012-11-22"
20121123,"2012-11-23"
20121124,"2012-11-24"
20121125,"2012-11-25"
20121126,"2012-11-26"
20121127,"2012-11-27"
20121128,"2012-11-28"
20121129,"2012-11-29"
20121130,"2012-11-30"
20121201,"2012-12-01"
20121202,"2012-12-02"
20121203,"2012-12-03"
20121204,"2012-12-04"
20121205,"2012-12-05"
20121206,"2012-12-06"
20121207,"2012-12-07"
20121208,"2012-12-08"
20121209,"2012-12-09"
20121210,"2012-12-10"
20121211,"2012-12-11"
20121212,"2012-12-12"
20121213,"2012-12-13"
20121214,"2012-12-14"
20121215,"2012-12-15"
20121216,"2012-12-16"
20121217,"2012-12-17"
20121218,"2012-12-18"
20121219,"2012-12-19"
20121220,"2012-12-20"
20121221,"2012-12-21"
20121222,"2012-12-22"
20121223,"2012-12-23"
20121224,"2012-12-24"
20121225,"2012-12-25"
20121226,"2012-12-26"
20121227,"2012-12-27"
20121228,"2012-12-28"
20121229,"2012-12-29"
20121230,"2012-12-30"
20121231,"2012-12-31"
20130101,"2013-01-01"
20130102,"2013-01-02"
20130103,"2013-01-03"
20130104,"2013-01-04"
20130105,"2013-01-05"
20130106,"2013-01-06"
20130107,"2013-01-07"
20130108,"2013-01-08"
20130109,"2013-01-09"
20130110,"2013-01-10"
20130111,"2013-01-11"
20130112,"2013-01-12"
20130113,"2013-01-13"
20130114,"2013-01-14"
20130115,"2013-01-15"
20130116,"2013-01-16"
20130117,"2013-01-17"
20130118,"2013-01-18"
20130119,"2013-01-19"
20130120,"2013-01-20"
20130121,"2013-01-21"
20130122,"2013-01-22"
20130123,"2013-01-23"
20130124,"2013-01-24"
20130125,"2013-01-25"
20130126,"2013-01-26"
20130127,"2013-01-27"
20130128,"2013-01-28"
20130129,"2013-01-29"
20130130,"2013-01-30"
20130131,"2013-01-31"
20130201,"2013-02-01"
20130202,"2013-02-02"
20130203,"2013-02-03"
20130204,"2013-02-04"
20130205,"2013-02-05"
20130206,"2013-02-06"
20130207,"2013-02-07"
20130208,"2013-02-08"
20130209,"2013-02-09"
20130210,"2013-02-10"
20130211,"2013-02-11"
20130212,"2013-02-12"
20130213,"2013-02-13"
20130214,"2013-02-14"
20130215,"2013-02-15"
20130216,"2013-02-16"
20130217,"2013-02-17"
20130218,"2013-02-18"
20130219,"2013-02-19"
20130220,"2013-02-20"
20130221,"2013-02-21"
20130222,"2013-02-22"
20130223,"2013-02-23"
20130224,"2013-02-24"
20130225,"2013-02-25"
20130226,"2013-02-26"
20130227,"2013-02-27"
20130228,"2013-02-28"
20130301,"2013-03-01"
20130302,"2013-03-02"
20130303,"2013-03-03"
20130304,"2013-03-04"
20130305,"2013-03-05"
20130306,"2013-03-06"
20130307,"2013-03-07"
20130308,"2013-03-08"
20130309,"2013-03-09"
20130310,"2013-03-10"
20130311,"2013-03-11"
20130312,"2013-03-12"
20130313,"2013-03-13"
20130314,"2013-03-14"
20130315,"2013-03-15"
20130316,"2013-03-16"
20130317,"2013-03-17"
20130318,"2013-03-18"
20130319,"2013-03-19"
20130320,"2013-03-20"
20130321,"2013-03-21"
20130322,"2013-03-22"
20130323,"2013-03-23"
20130324,"2013-03-24"
20130325,"2013-03-25"
20130326,"2013-03-26"
20130327,"2013-03-27"
20130328,"2013-03-28"
20130329,"2013-03-29"
20130330,"2013-03-30"
20130331,"2013-03-31"
20130401,"2013-04-01"
20130402,"2013-04-02"
20130403,"2013-04-03"
20130404,"2013-04-04"
20130405,"2013-04-05"
20130406,"2013-04-06"
20130407,"2013-04-07"
20130408,"2013-04-08"
20130409,"2013-04-09"
20130410,"2013-04-10"
20130411,"2013-04-11"
20130412,"2013-04-12"
20130413,"2013-04-13"
20130414,"2013-04-14"
20130415,"2013-04-15"
20130416,"2013-04-16"
20130417,"2013-04-17"
20130418,"2013-04-18"
20130419,"2013-04-19"
20130420,"2013-04-20"
20130421,"2013-04-21"
20130422,"2013-04-22"
20130423,"2013-04-23"
20130424,"2013-04-24"
20130425,"2013-04-25"
20130426,"2013-04-26"
20130427,"2013-04-27"
20130428,"2013-04-28"
20130429,"2013-04-29"
20130430,"2013-04-30"
20130501,"2013-05-01"
20130502,"2013-05-02"
20130503,"2013-05-03"
20130504,"2013-05-04"
20130505,"2013-05-05"
20130506,"2013-05-06"
20130507,"2013-05-07"
20130508,"2013-05-08"
20130509,"2013-05-09"
20130510,"2013-05-10"
20130511,"2013-05-11"
20130512,"2013-05-12"
20130513,"2013-05-13"
20130514,"2013-05-14"
20130515,"2013-05-15"
20130516,"2013-05-16"
20130517,"2013-05-17"
20130518,"2013-05-18"
20130519,"2013-05-19"
20130520,"2013-05-20"
20130521,"2013-05-21"
20130522,"2013-05-22"
20130523,"2013-05-23"
20130524,"2013-05-24"
20130525,"2013-05-25"
20130526,"2013-05-26"
20130527,"2013-05-27"
20130528,"2013-05-28"
20130529,"2013-05-29"
20130530,"2013-05-30"
20130531,"2013-05-31"
20130601,"2013-06-01"
20130602,"2013-06-02"
20130603,"2013-06-03"
20130604,"2013-06-04"
20130605,"2013-06-05"
20130606,"2013-06-06"
20130607,"2013-06-07"
20130608,"2013-06-08"
20130609,"2013-06-09"
20130610,"2013-06-10"
20130611,"2013-06-11"
20130612,"2013-06-12"
20130613,"2013-06-13"
20130614,"2013-06-14"
20130615,"2013-06-15"
20130616,"2013-06-16"
20130617,"2013-06-17"
20130618,"2013-06-18"
20130619,"2013-06-19"
20130620,"2013-06-20"
20130621,"2013-06-21"
20130622,"2013-06-22"
20130623,"2013-06-23"
20130624,"2013-06-24"
20130625,"2013-06-25"
20130626,"2013-06-26"
20130627,"2013-06-27"
20130628,"2013-06-28"
20130629,"2013-06-29"
20130630,"2013-06-30"
20130701,"2013-07-01"
20130702,"2013-07-02"
20130703,"2013-07-03"
20130704,"2013-07-04"
20130705,"2013-07-05"
20130706,"2013-07-06"
20130707,"2013-07-07"
20130708,"2013-07-08"
20130709,"2013-07-09"
20130710,"2013-07-10"
20130711,"2013-07-11"
20130712,"2013-07-12"
20130713,"2013-07-13"
20130714,"2013-07-14"
20130715,"2013-07-15"
20130716,"2013-07-16"
20130717,"2013-07-17"
20130718,"2013-07-18"
20130719,"2013-07-19"
20130720,"2013-07-20"
20130721,"2013-07-21"
20130722,"2013-07-22"
20130723,"2013-07-23"
20130724,"2013-07-24"
20130725,"2013-07-25"
20130726,"2013-07-26"
20130727,"2013-07-27"
20130728,"2013-07-28"
20130729,"2013-07-29"
20130730,"2013-07-30"
20130731,"2013-07-31"
20130801,"2013-08-01"
20130802,"2013-08-02"
20130803,"2013-08-03"
20130804,"2013-08-04"
20130805,"2013-08-05"
20130806,"2013-08-06"
20130807,"2013-08-07"
20130808,"2013-08-08"
20130809,"2013-08-09"
20130810,"2013-08-10"
20130811,"2013-08-11"
20130812,"2013-08-12"
20130813,"2013-08-13"
20130814,"2013-08-14"
20130815,"2013-08-15"
20130816,"2013-08-16"
20130817,"2013-08-17"
20130818,"2013-08-18"
20130819,"2013-08-19"
20130820,"2013-08-20"
20130821,"2013-08-21"
20130822,"2013-08-22"
20130823,"2013-08-23"
20130824,"2013-08-24"
20130825,"2013-08-25"
20130826,"2013-08-26"
20130827,"2013-08-27"
20130828,"2013-08-28"
20130829,"2013-08-29"
20130830,"2013-08-30"
20130831,"2013-08-31"
20130901,"2013-09-01"
20130902,"2013-09-02"
20130903,"2013-09-03"
20130904,"2013-09-04"
20130905,"2013-09-05"
20130906,"2013-09-06"
20130907,"2013-09-07"
20130908,"2013-09-08"
20130909,"2013-09-09"
20130910,"2013-09-10"
20130911,"2013-09-11"
20130912,"2013-09-12"
20130913,"2013-09-13"
20130914,"2013-09-14"
20130915,"2013-09-15"
20130916,"2013-09-16"
20130917,"2013-09-17"
20130918,"2013-09-18"
20130919,"2013-09-19"
20130920,"2013-09-20"
20130921,"2013-09-21"
20130922,"2013-09-22"
20130923,"2013-09-23"
20130924,"2013-09-24"
20130925,"2013-09-25"
20130926,"2013-09-26"
20130927,"2013-09-27"
20130928,"2013-09-28"
20130929,"2013-09-29"
20130930,"2013-09-30"
20131001,"2013-10-01"
20131002,"2013-10-02"
20131003,"2013-10-03"
20131004,"2013-10-04"
20131005,"2013-10-05"
20131006,"2013-10-06"
20131007,"2013-10-07"
20131008,"2013-10-08"
20131009,"2013-10-09"
20131010,"2013-10-10"
20131011,"2013-10-11"
20131012,"2013-10-12"
20131013,"2013-10-13"
20131014,"2013-10-14"
20131015,"2013-10-15"
20131016,"2013-10-16"
20131017,"2013-10-17"
20131018,"2013-10-18"
20131019,"2013-10-19"
20131020,"2013-10-20"
20131021,"2013-10-21"
20131022,"2013-10-22"
20131023,"2013-10-23"
20131024,"2013-10-24"
20131025,"2013-10-25"
20131026,"2013-10-26"
20131027,"2013-10-27"
20131028,"2013-10-28"
20131029,"2013-10-29"
